customer_id,email,first_name,last_name,created_at,updated_at
325,customer325@example.com,First325,Last325,2023-03-23 00:00:00,2023-03-23 00:00:00
326,customer326@example.com,First326,Last326,2023-03-23 06:00:00,2023-03-23 06:00:00
327,customer327@example.com,First327,Last327,2023-03-23 12:00:00,2023-03-23 12:00:00
328,customer328@example.com,First328,Last328,2023-03-23 18:00:00,2023-03-23 18:00:00
329,customer329@example.com,First329,Last329,2023-03-24 00:00:00,2023-03-24 00:00:00
330,customer330@example.com,First330,Last330,2023-03-24 06:00:00,2023-03-24 06:00:00
331,customer331@example.com,First331,Last331,2023-03-24 12:00:00,2023-03-24 12:00:00
332,customer332@example.com,First332,Last332,2023-03-24 18:00:00,2023-03-24 18:00:00
333,customer333@example.com,First333,Last333,2023-03-25 00:00:00,2023-03-25 00:00:00
334,customer334@example.com,First334,Last334,2023-03-25 06:00:00,2023-03-25 06:00:00
335,customer335@example.com,First335,Last335,2023-03-25 12:00:00,2023-03-25 12:00:00
336,customer336@example.com,First336,Last336,2023-03-25 18:00:00,2023-03-25 18:00:00
337,customer337@example.com,First337,Last337,2023-03-26 00:00:00,2023-03-26 00:00:00
338,customer338@example.com,First338,Last338,2023-03-26 06:00:00,2023-03-26 06:00:00
339,customer339@example.com,First339,Last339,2023-03-26 12:00:00,2023-03-26 12:00:00
340,customer340@example.com,First340,Last340,2023-03-26 18:00:00,2023-03-26 18:00:00
341,customer341@example.com,First341,Last341,2023-03-27 00:00:00,2023-03-27 00:00:00
342,customer342@example.com,First342,Last342,2023-03-27 06:00:00,2023-03-27 06:00:00
343,customer343@example.com,First343,Last343,2023-03-27 12:00:00,2023-03-27 12:00:00
344,customer344@example.com,First344,Last344,2023-03-27 18:00:00,2023-03-27 18:00:00
345,customer345@example.com,First345,Last345,2023-03-28 00:00:00,2023-03-28 00:00:00
346,customer346@example.com,First346,Last346,2023-03-28 06:00:00,2023-03-28 06:00:00
347,customer347@example.com,First347,Last347,2023-03-28 12:00:00,2023-03-28 12:00:00
348,customer348@example.com,First348,Last348,2023-03-28 18:00:00,2023-03-28 18:00:00
349,customer349@example.com,First349,Last349,2023-03-29 00:00:00,2023-03-29 00:00:00
350,customer350@example.com,First350,Last350,2023-03-29 06:00:00,2023-03-29 06:00:00
351,customer351@example.com,First351,Last351,2023-03-29 12:00:00,2023-03-29 12:00:00
352,customer352@example.com,First352,Last352,2023-03-29 18:00:00,2023-03-29 18:00:00
353,customer353@example.com,First353,Last353,2023-03-30 00:00:00,2023-03-30 00:00:00
354,customer354@example.com,First354,Last354,2023-03-30 06:00:00,2023-03-30 06:00:00
355,customer355@example.com,First355,Last355,2023-03-30 12:00:00,2023-03-30 12:00:00
356,customer356@example.com,First356,Last356,2023-03-30 18:00:00,2023-03-30 18:00:00
357,customer357@example.com,First357,Last357,2023-03-31 00:00:00,2023-03-31 00:00:00
358,customer358@example.com,First358,Last358,2023-03-31 06:00:00,2023-03-31 06:00:00
359,customer359@example.com,First359,Last359,2023-03-31 12:00:00,2023-03-31 12:00:00
360,customer360@example.com,First360,Last360,2023-03-31 18:00:00,2023-03-31 18:00:00
361,customer361@example.com,First361,Last361,2023-04-01 00:00:00,2023-04-01 00:00:00
362,customer362@example.com,First362,Last362,2023-04-01 06:00:00,2023-04-01 06:00:00
363,customer363@example.com,First363,Last363,2023-04-01 12:00:00,2023-04-01 12:00:00
364,customer364@example.com,First364,Last364,2023-04-01 18:00:00,2023-04-01 18:00:00
365,customer365@example.com,First365,Last365,2023-04-02 00:00:00,2023-04-02 00:00:00
366,customer366@example.com,First366,Last366,2023-04-02 06:00:00,2023-04-02 06:00:00
367,customer367@example.com,First367,Last367,2023-04-02 12:00:00,2023-04-02 12:00:00
368,customer368@example.com,First368,Last368,2023-04-02 18:00:00,2023-04-02 18:00:00
369,customer369@example.com,First369,Last369,2023-04-03 00:00:00,2023-04-03 00:00:00
370,customer370@example.com,First370,Last370,2023-04-03 06:00:00,2023-04-03 06:00:00
371,customer371@example.com,First371,Last371,2023-04-03 12:00:00,2023-04-03 12:00:00
372,customer372@example.com,First372,Last372,2023-04-03 18:00:00,2023-04-03 18:00:00
373,customer373@example.com,First373,Last373,2023-04-04 00:00:00,2023-04-04 00:00:00
374,customer374@example.com,First374,Last374,2023-04-04 06:00:00,2023-04-04 06:00:00
375,customer375@example.com,First375,Last375,2023-04-04 12:00:00,2023-04-04 12:00:00
376,customer376@example.com,First376,Last376,2023-04-04 18:00:00,2023-04-04 18:00:00
377,customer377@example.com,First377,Last377,2023-04-05 00:00:00,2023-04-05 00:00:00
378,customer378@example.com,First378,Last378,2023-04-05 06:00:00,2023-04-05 06:00:00
379,customer379@example.com,First379,Last379,2023-04-05 12:00:00,2023-04-05 12:00:00
380,customer380@example.com,First380,Last380,2023-04-05 18:00:00,2023-04-05 18:00:00
381,customer381@example.com,First381,Last381,2023-04-06 00:00:00,2023-04-06 00:00:00
382,customer382@example.com,First382,Last382,2023-04-06 06:00:00,2023-04-06 06:00:00
383,customer383@example.com,First383,Last383,2023-04-06 12:00:00,2023-04-06 12:00:00
384,customer384@example.com,First384,Last384,2023-04-06 18:00:00,2023-04-06 18:00:00
385,customer385@example.com,First385,Last385,2023-04-07 00:00:00,2023-04-07 00:00:00
386,customer386@example.com,First386,Last386,2023-04-07 06:00:00,2023-04-07 06:00:00
387,customer387@example.com,First387,Last387,2023-04-07 12:00:00,2023-04-07 12:00:00
388,customer388@example.com,First388,Last388,2023-04-07 18:00:00,2023-04-07 18:00:00
389,customer389@example.com,First389,Last389,2023-04-08 00:00:00,2023-04-08 00:00:00
390,customer390@example.com,First390,Last390,2023-04-08 06:00:00,2023-04-08 06:00:00
391,customer391@example.com,First391,Last391,2023-04-08 12:00:00,2023-04-08 12:00:00
392,customer392@example.com,First392,Last392,2023-04-08 18:00:00,2023-04-08 18:00:00
393,customer393@example.com,First393,Last393,2023-04-09 00:00:00,2023-04-09 00:00:00
394,customer394@example.com,First394,Last394,2023-04-09 06:00:00,2023-04-09 06:00:00
395,customer395@example.com,First395,Last395,2023-04-09 12:00:00,2023-04-09 12:00:00
396,customer396@example.com,First396,Last396,2023-04-09 18:00:00,2023-04-09 18:00:00
397,customer397@example.com,First397,Last397,2023-04-10 00:00:00,2023-04-10 00:00:00
398,customer398@example.com,First398,Last398,2023-04-10 06:00:00,2023-04-10 06:00:00
399,customer399@example.com,First399,Last399,2023-04-10 12:00:00,2023-04-10 12:00:00
400,customer400@example.com,First400,Last400,2023-04-10 18:00:00,2023-04-10 18:00:00
401,customer401@example.com,First401,Last401,2023-04-11 00:00:00,2023-04-11 00:00:00
402,customer402@example.com,First402,Last402,2023-04-11 06:00:00,2023-04-11 06:00:00
403,customer403@example.com,First403,Last403,2023-04-11 12:00:00,2023-04-11 12:00:00
404,customer404@example.com,First404,Last404,2023-04-11 18:00:00,2023-04-11 18:00:00
405,customer405@example.com,First405,Last405,2023-04-12 00:00:00,2023-04-12 00:00:00
406,customer406@example.com,First406,Last406,2023-04-12 06:00:00,2023-04-12 06:00:00
407,customer407@example.com,First407,Last407,2023-04-12 12:00:00,2023-04-12 12:00:00
408,customer408@example.com,First408,Last408,2023-04-12 18:00:00,2023-04-12 18:00:00
409,customer409@example.com,First409,Last409,2023-04-13 00:00:00,2023-04-13 00:00:00
410,customer410@example.com,First410,Last410,2023-04-13 06:00:00,2023-04-13 06:00:00
411,customer411@example.com,First411,Last411,2023-04-13 12:00:00,2023-04-13 12:00:00
412,customer412@example.com,First412,Last412,2023-04-13 18:00:00,2023-04-13 18:00:00
413,customer413@example.com,First413,Last413,2023-04-14 00:00:00,2023-04-14 00:00:00
414,customer414@example.com,First414,Last414,2023-04-14 06:00:00,2023-04-14 06:00:00
415,customer415@example.com,First415,Last415,2023-04-14 12:00:00,2023-04-14 12:00:00
416,customer416@example.com,First416,Last416,2023-04-14 18:00:00,2023-04-14 18:00:00
417,customer417@example.com,First417,Last417,2023-04-15 00:00:00,2023-04-15 00:00:00
418,customer418@example.com,First418,Last418,2023-04-15 06:00:00,2023-04-15 06:00:00
419,customer419@example.com,First419,Last419,2023-04-15 12:00:00,2023-04-15 12:00:00
420,customer420@example.com,First420,Last420,2023-04-15 18:00:00,2023-04-15 18:00:00
421,customer421@example.com,First421,Last421,2023-04-16 00:00:00,2023-04-16 00:00:00
422,customer422@example.com,First422,Last422,2023-04-16 06:00:00,2023-04-16 06:00:00
423,customer423@example.com,First423,Last423,2023-04-16 12:00:00,2023-04-16 12:00:00
424,customer424@example.com,First424,Last424,2023-04-16 18:00:00,2023-04-16 18:00:00
425,customer425@example.com,First425,Last425,2023-04-17 00:00:00,2023-04-17 00:00:00
426,customer426@example.com,First426,Last426,2023-04-17 06:00:00,2023-04-17 06:00:00
427,customer427@example.com,First427,Last427,2023-04-17 12:00:00,2023-04-17 12:00:00
428,customer428@example.com,First428,Last428,2023-04-17 18:00:00,2023-04-17 18:00:00
429,customer429@example.com,First429,Last429,2023-04-18 00:00:00,2023-04-18 00:00:00
430,customer430@example.com,First430,Last430,2023-04-18 06:00:00,2023-04-18 06:00:00
431,customer431@example.com,First431,Last431,2023-04-18 12:00:00,2023-04-18 12:00:00
432,customer432@example.com,First432,Last432,2023-04-18 18:00:00,2023-04-18 18:00:00
433,customer433@example.com,First433,Last433,2023-04-19 00:00:00,2023-04-19 00:00:00
434,customer434@example.com,First434,Last434,2023-04-19 06:00:00,2023-04-19 06:00:00
435,customer435@example.com,First435,Last435,2023-04-19 12:00:00,2023-04-19 12:00:00
436,customer436@example.com,First436,Last436,2023-04-19 18:00:00,2023-04-19 18:00:00
437,customer437@example.com,First437,Last437,2023-04-20 00:00:00,2023-04-20 00:00:00
438,customer438@example.com,First438,Last438,2023-04-20 06:00:00,2023-04-20 06:00:00
439,customer439@example.com,First439,Last439,2023-04-20 12:00:00,2023-04-20 12:00:00
440,customer440@example.com,First440,Last440,2023-04-20 18:00:00,2023-04-20 18:00:00
441,customer441@example.com,First441,Last441,2023-04-21 00:00:00,2023-04-21 00:00:00
442,customer442@example.com,First442,Last442,2023-04-21 06:00:00,2023-04-21 06:00:00
443,customer443@example.com,First443,Last443,2023-04-21 12:00:00,2023-04-21 12:00:00
444,customer444@example.com,First444,Last444,2023-04-21 18:00:00,2023-04-21 18:00:00
445,customer445@example.com,First445,Last445,2023-04-22 00:00:00,2023-04-22 00:00:00
446,customer446@example.com,First446,Last446,2023-04-22 06:00:00,2023-04-22 06:00:00
447,customer447@example.com,First447,Last447,2023-04-22 12:00:00,2023-04-22 12:00:00
448,customer448@example.com,First448,Last448,2023-04-22 18:00:00,2023-04-22 18:00:00
449,customer449@example.com,First449,Last449,2023-04-23 00:00:00,2023-04-23 00:00:00
450,customer450@example.com,First450,Last450,2023-04-23 06:00:00,2023-04-23 06:00:00
451,customer451@example.com,First451,Last451,2023-04-23 12:00:00,2023-04-23 12:00:00
452,customer452@example.com,First452,Last452,2023-04-23 18:00:00,2023-04-23 18:00:00
453,customer453@example.com,First453,Last453,2023-04-24 00:00:00,2023-04-24 00:00:00
454,customer454@example.com,First454,Last454,2023-04-24 06:00:00,2023-04-24 06:00:00
455,customer455@example.com,First455,Last455,2023-04-24 12:00:00,2023-04-24 12:00:00
456,customer456@example.com,First456,Last456,2023-04-24 18:00:00,2023-04-24 18:00:00
457,customer457@example.com,First457,Last457,2023-04-25 00:00:00,2023-04-25 00:00:00
458,customer458@example.com,First458,Last458,2023-04-25 06:00:00,2023-04-25 06:00:00
459,customer459@example.com,First459,Last459,2023-04-25 12:00:00,2023-04-25 12:00:00
460,customer460@example.com,First460,Last460,2023-04-25 18:00:00,2023-04-25 18:00:00
461,customer461@example.com,First461,Last461,2023-04-26 00:00:00,2023-04-26 00:00:00
462,customer462@example.com,First462,Last462,2023-04-26 06:00:00,2023-04-26 06:00:00
463,customer463@example.com,First463,Last463,2023-04-26 12:00:00,2023-04-26 12:00:00
464,customer464@example.com,First464,Last464,2023-04-26 18:00:00,2023-04-26 18:00:00
465,customer465@example.com,First465,Last465,2023-04-27 00:00:00,2023-04-27 00:00:00
466,customer466@example.com,First466,Last466,2023-04-27 06:00:00,2023-04-27 06:00:00
467,customer467@example.com,First467,Last467,2023-04-27 12:00:00,2023-04-27 12:00:00
468,customer468@example.com,First468,Last468,2023-04-27 18:00:00,2023-04-27 18:00:00
469,customer469@example.com,First469,Last469,2023-04-28 00:00:00,2023-04-28 00:00:00
470,customer470@example.com,First470,Last470,2023-04-28 06:00:00,2023-04-28 06:00:00
471,customer471@example.com,First471,Last471,2023-04-28 12:00:00,2023-04-28 12:00:00
472,customer472@example.com,First472,Last472,2023-04-28 18:00:00,2023-04-28 18:00:00
473,customer473@example.com,First473,Last473,2023-04-29 00:00:00,2023-04-29 00:00:00
474,customer474@example.com,First474,Last474,2023-04-29 06:00:00,2023-04-29 06:00:00
475,customer475@example.com,First475,Last475,2023-04-29 12:00:00,2023-04-29 12:00:00
476,customer476@example.com,First476,Last476,2023-04-29 18:00:00,2023-04-29 18:00:00
477,customer477@example.com,First477,Last477,2023-04-30 00:00:00,2023-04-30 00:00:00
478,customer478@example.com,First478,Last478,2023-04-30 06:00:00,2023-04-30 06:00:00
479,customer479@example.com,First479,Last479,2023-04-30 12:00:00,2023-04-30 12:00:00
480,customer480@example.com,First480,Last480,2023-04-30 18:00:00,2023-04-30 18:00:00
481,customer481@example.com,First481,Last481,2023-05-01 00:00:00,2023-05-01 00:00:00
482,customer482@example.com,First482,Last482,2023-05-01 06:00:00,2023-05-01 06:00:00
483,customer483@example.com,First483,Last483,2023-05-01 12:00:00,2023-05-01 12:00:00
484,customer484@example.com,First484,Last484,2023-05-01 18:00:00,2023-05-01 18:00:00
485,customer485@example.com,First485,Last485,2023-05-02 00:00:00,2023-05-02 00:00:00
486,customer486@example.com,First486,Last486,2023-05-02 06:00:00,2023-05-02 06:00:00
487,customer487@example.com,First487,Last487,2023-05-02 12:00:00,2023-05-02 12:00:00
488,customer488@example.com,First488,Last488,2023-05-02 18:00:00,2023-05-02 18:00:00
489,customer489@example.com,First489,Last489,2023-05-03 00:00:00,2023-05-03 00:00:00
490,customer490@example.com,First490,Last490,2023-05-03 06:00:00,2023-05-03 06:00:00
491,customer491@example.com,First491,Last491,2023-05-03 12:00:00,2023-05-03 12:00:00
492,customer492@example.com,First492,Last492,2023-05-03 18:00:00,2023-05-03 18:00:00
493,customer493@example.com,First493,Last493,2023-05-04 00:00:00,2023-05-04 00:00:00
494,customer494@example.com,First494,Last494,2023-05-04 06:00:00,2023-05-04 06:00:00
495,customer495@example.com,First495,Last495,2023-05-04 12:00:00,2023-05-04 12:00:00
496,customer496@example.com,First496,Last496,2023-05-04 18:00:00,2023-05-04 18:00:00
497,customer497@example.com,First497,Last497,2023-05-05 00:00:00,2023-05-05 00:00:00
498,customer498@example.com,First498,Last498,2023-05-05 06:00:00,2023-05-05 06:00:00
499,customer499@example.com,First499,Last499,2023-05-05 12:00:00,2023-05-05 12:00:00
500,customer500@example.com,First500,Last500,2023-05-05 18:00:00,2023-05-05 18:00:00
501,customer501@example.com,First501,Last501,2023-05-06 00:00:00,2023-05-06 00:00:00
502,customer502@example.com,First502,Last502,2023-05-06 06:00:00,2023-05-06 06:00:00
503,customer503@example.com,First503,Last503,2023-05-06 12:00:00,2023-05-06 12:00:00
504,customer504@example.com,First504,Last504,2023-05-06 18:00:00,2023-05-06 18:00:00
505,customer505@example.com,First505,Last505,2023-05-07 00:00:00,2023-05-07 00:00:00
506,customer506@example.com,First506,Last506,2023-05-07 06:00:00,2023-05-07 06:00:00
507,customer507@example.com,First507,Last507,2023-05-07 12:00:00,2023-05-07 12:00:00
508,customer508@example.com,First508,Last508,2023-05-07 18:00:00,2023-05-07 18:00:00
509,customer509@example.com,First509,Last509,2023-05-08 00:00:00,2023-05-08 00:00:00
510,customer510@example.com,First510,Last510,2023-05-08 06:00:00,2023-05-08 06:00:00
511,customer511@example.com,First511,Last511,2023-05-08 12:00:00,2023-05-08 12:00:00
512,customer512@example.com,First512,Last512,2023-05-08 18:00:00,2023-05-08 18:00:00
513,customer513@example.com,First513,Last513,2023-05-09 00:00:00,2023-05-09 00:00:00
514,customer514@example.com,First514,Last514,2023-05-09 06:00:00,2023-05-09 06:00:00
515,customer515@example.com,First515,Last515,2023-05-09 12:00:00,2023-05-09 12:00:00
516,customer516@example.com,First516,Last516,2023-05-09 18:00:00,2023-05-09 18:00:00
517,customer517@example.com,First517,Last517,2023-05-10 00:00:00,2023-05-10 00:00:00
518,customer518@example.com,First518,Last518,2023-05-10 06:00:00,2023-05-10 06:00:00
519,customer519@example.com,First519,Last519,2023-05-10 12:00:00,2023-05-10 12:00:00
520,customer520@example.com,First520,Last520,2023-05-10 18:00:00,2023-05-10 18:00:00
521,customer521@example.com,First521,Last521,2023-05-11 00:00:00,2023-05-11 00:00:00
522,customer522@example.com,First522,Last522,2023-05-11 06:00:00,2023-05-11 06:00:00
523,customer523@example.com,First523,Last523,2023-05-11 12:00:00,2023-05-11 12:00:00
524,customer524@example.com,First524,Last524,2023-05-11 18:00:00,2023-05-11 18:00:00
525,customer525@example.com,First525,Last525,2023-05-12 00:00:00,2023-05-12 00:00:00
526,customer526@example.com,First526,Last526,2023-05-12 06:00:00,2023-05-12 06:00:00
527,customer527@example.com,First527,Last527,2023-05-12 12:00:00,2023-05-12 12:00:00
528,customer528@example.com,First528,Last528,2023-05-12 18:00:00,2023-05-12 18:00:00
529,customer529@example.com,First529,Last529,2023-05-13 00:00:00,2023-05-13 00:00:00
530,customer530@example.com,First530,Last530,2023-05-13 06:00:00,2023-05-13 06:00:00
531,customer531@example.com,First531,Last531,2023-05-13 12:00:00,2023-05-13 12:00:00
532,customer532@example.com,First532,Last532,2023-05-13 18:00:00,2023-05-13 18:00:00
533,customer533@example.com,First533,Last533,2023-05-14 00:00:00,2023-05-14 00:00:00
534,customer534@example.com,First534,Last534,2023-05-14 06:00:00,2023-05-14 06:00:00
535,customer535@example.com,First535,Last535,2023-05-14 12:00:00,2023-05-14 12:00:00
536,customer536@example.com,First536,Last536,2023-05-14 18:00:00,2023-05-14 18:00:00
537,customer537@example.com,First537,Last537,2023-05-15 00:00:00,2023-05-15 00:00:00
538,customer538@example.com,First538,Last538,2023-05-15 06:00:00,2023-05-15 06:00:00
539,customer539@example.com,First539,Last539,2023-05-15 12:00:00,2023-05-15 12:00:00
540,customer540@example.com,First540,Last540,2023-05-15 18:00:00,2023-05-15 18:00:00
541,customer541@example.com,First541,Last541,2023-05-16 00:00:00,2023-05-16 00:00:00
542,customer542@example.com,First542,Last542,2023-05-16 06:00:00,2023-05-16 06:00:00
543,customer543@example.com,First543,Last543,2023-05-16 12:00:00,2023-05-16 12:00:00
544,customer544@example.com,First544,Last544,2023-05-16 18:00:00,2023-05-16 18:00:00
545,customer545@example.com,First545,Last545,2023-05-17 00:00:00,2023-05-17 00:00:00
546,customer546@example.com,First546,Last546,2023-05-17 06:00:00,2023-05-17 06:00:00
547,customer547@example.com,First547,Last547,2023-05-17 12:00:00,2023-05-17 12:00:00
548,customer548@example.com,First548,Last548,2023-05-17 18:00:00,2023-05-17 18:00:00
549,customer549@example.com,First549,Last549,2023-05-18 00:00:00,2023-05-18 00:00:00
550,customer550@example.com,First550,Last550,2023-05-18 06:00:00,2023-05-18 06:00:00
551,customer551@example.com,First551,Last551,2023-05-18 12:00:00,2023-05-18 12:00:00
552,customer552@example.com,First552,Last552,2023-05-18 18:00:00,2023-05-18 18:00:00
553,customer553@example.com,First553,Last553,2023-05-19 00:00:00,2023-05-19 00:00:00
554,customer554@example.com,First554,Last554,2023-05-19 06:00:00,2023-05-19 06:00:00
555,customer555@example.com,First555,Last555,2023-05-19 12:00:00,2023-05-19 12:00:00
556,customer556@example.com,First556,Last556,2023-05-19 18:00:00,2023-05-19 18:00:00
557,customer557@example.com,First557,Last557,2023-05-20 00:00:00,2023-05-20 00:00:00
558,customer558@example.com,First558,Last558,2023-05-20 06:00:00,2023-05-20 06:00:00
559,customer559@example.com,First559,Last559,2023-05-20 12:00:00,2023-05-20 12:00:00
560,customer560@example.com,First560,Last560,2023-05-20 18:00:00,2023-05-20 18:00:00
561,customer561@example.com,First561,Last561,2023-05-21 00:00:00,2023-05-21 00:00:00
562,customer562@example.com,First562,Last562,2023-05-21 06:00:00,2023-05-21 06:00:00
563,customer563@example.com,First563,Last563,2023-05-21 12:00:00,2023-05-21 12:00:00
564,customer564@example.com,First564,Last564,2023-05-21 18:00:00,2023-05-21 18:00:00
565,customer565@example.com,First565,Last565,2023-05-22 00:00:00,2023-05-22 00:00:00
566,customer566@example.com,First566,Last566,2023-05-22 06:00:00,2023-05-22 06:00:00
567,customer567@example.com,First567,Last567,2023-05-22 12:00:00,2023-05-22 12:00:00
568,customer568@example.com,First568,Last568,2023-05-22 18:00:00,2023-05-22 18:00:00
569,customer569@example.com,First569,Last569,2023-05-23 00:00:00,2023-05-23 00:00:00
570,customer570@example.com,First570,Last570,2023-05-23 06:00:00,2023-05-23 06:00:00
571,customer571@example.com,First571,Last571,2023-05-23 12:00:00,2023-05-23 12:00:00
572,customer572@example.com,First572,Last572,2023-05-23 18:00:00,2023-05-23 18:00:00
573,customer573@example.com,First573,Last573,2023-05-24 00:00:00,2023-05-24 00:00:00
574,customer574@example.com,First574,Last574,2023-05-24 06:00:00,2023-05-24 06:00:00
575,customer575@example.com,First575,Last575,2023-05-24 12:00:00,2023-05-24 12:00:00
576,customer576@example.com,First576,Last576,2023-05-24 18:00:00,2023-05-24 18:00:00
577,customer577@example.com,First577,Last577,2023-05-25 00:00:00,2023-05-25 00:00:00
578,customer578@example.com,First578,Last578,2023-05-25 06:00:00,2023-05-25 06:00:00
579,customer579@example.com,First579,Last579,2023-05-25 12:00:00,2023-05-25 12:00:00
580,customer580@example.com,First580,Last580,2023-05-25 18:00:00,2023-05-25 18:00:00
581,customer581@example.com,First581,Last581,2023-05-26 00:00:00,2023-05-26 00:00:00
582,customer582@example.com,First582,Last582,2023-05-26 06:00:00,2023-05-26 06:00:00
583,customer583@example.com,First583,Last583,2023-05-26 12:00:00,2023-05-26 12:00:00
584,customer584@example.com,First584,Last584,2023-05-26 18:00:00,2023-05-26 18:00:00
585,customer585@example.com,First585,Last585,2023-05-27 00:00:00,2023-05-27 00:00:00
586,customer586@example.com,First586,Last586,2023-05-27 06:00:00,2023-05-27 06:00:00
587,customer587@example.com,First587,Last587,2023-05-27 12:00:00,2023-05-27 12:00:00
588,customer588@example.com,First588,Last588,2023-05-27 18:00:00,2023-05-27 18:00:00
589,customer589@example.com,First589,Last589,2023-05-28 00:00:00,2023-05-28 00:00:00
590,customer590@example.com,First590,Last590,2023-05-28 06:00:00,2023-05-28 06:00:00
591,customer591@example.com,First591,Last591,2023-05-28 12:00:00,2023-05-28 12:00:00
592,customer592@example.com,First592,Last592,2023-05-28 18:00:00,2023-05-28 18:00:00
593,customer593@example.com,First593,Last593,2023-05-29 00:00:00,2023-05-29 00:00:00
594,customer594@example.com,First594,Last594,2023-05-29 06:00:00,2023-05-29 06:00:00
595,customer595@example.com,First595,Last595,2023-05-29 12:00:00,2023-05-29 12:00:00
596,customer596@example.com,First596,Last596,2023-05-29 18:00:00,2023-05-29 18:00:00
597,customer597@example.com,First597,Last597,2023-05-30 00:00:00,2023-05-30 00:00:00
598,customer598@example.com,First598,Last598,2023-05-30 06:00:00,2023-05-30 06:00:00
599,customer599@example.com,First599,Last599,2023-05-30 12:00:00,2023-05-30 12:00:00
600,customer600@example.com,First600,Last600,2023-05-30 18:00:00,2023-05-30 18:00:00
601,customer601@example.com,First601,Last601,2023-05-31 00:00:00,2023-05-31 00:00:00
602,customer602@example.com,First602,Last602,2023-05-31 06:00:00,2023-05-31 06:00:00
603,customer603@example.com,First603,Last603,2023-05-31 12:00:00,2023-05-31 12:00:00
604,customer604@example.com,First604,Last604,2023-05-31 18:00:00,2023-05-31 18:00:00
605,customer605@example.com,First605,Last605,2023-06-01 00:00:00,2023-06-01 00:00:00
606,customer606@example.com,First606,Last606,2023-06-01 06:00:00,2023-06-01 06:00:00
607,customer607@example.com,First607,Last607,2023-06-01 12:00:00,2023-06-01 12:00:00
608,customer608@example.com,First608,Last608,2023-06-01 18:00:00,2023-06-01 18:00:00
609,customer609@example.com,First609,Last609,2023-06-02 00:00:00,2023-06-02 00:00:00
610,customer610@example.com,First610,Last610,2023-06-02 06:00:00,2023-06-02 06:00:00
611,customer611@example.com,First611,Last611,2023-06-02 12:00:00,2023-06-02 12:00:00
612,customer612@example.com,First612,Last612,2023-06-02 18:00:00,2023-06-02 18:00:00
613,customer613@example.com,First613,Last613,2023-06-03 00:00:00,2023-06-03 00:00:00
614,customer614@example.com,First614,Last614,2023-06-03 06:00:00,2023-06-03 06:00:00
615,customer615@example.com,First615,Last615,2023-06-03 12:00:00,2023-06-03 12:00:00
616,customer616@example.com,First616,Last616,2023-06-03 18:00:00,2023-06-03 18:00:00
617,customer617@example.com,First617,Last617,2023-06-04 00:00:00,2023-06-04 00:00:00
618,customer618@example.com,First618,Last618,2023-06-04 06:00:00,2023-06-04 06:00:00
619,customer619@example.com,First619,Last619,2023-06-04 12:00:00,2023-06-04 12:00:00
620,customer620@example.com,First620,Last620,2023-06-04 18:00:00,2023-06-04 18:00:00
621,customer621@example.com,First621,Last621,2023-06-05 00:00:00,2023-06-05 00:00:00
622,customer622@example.com,First622,Last622,2023-06-05 06:00:00,2023-06-05 06:00:00
623,customer623@example.com,First623,Last623,2023-06-05 12:00:00,2023-06-05 12:00:00
624,customer624@example.com,First624,Last624,2023-06-05 18:00:00,2023-06-05 18:00:00
625,customer625@example.com,First625,Last625,2023-06-06 00:00:00,2023-06-06 00:00:00
626,customer626@example.com,First626,Last626,2023-06-06 06:00:00,2023-06-06 06:00:00
627,customer627@example.com,First627,Last627,2023-06-06 12:00:00,2023-06-06 12:00:00
628,customer628@example.com,First628,Last628,2023-06-06 18:00:00,2023-06-06 18:00:00
629,customer629@example.com,First629,Last629,2023-06-07 00:00:00,2023-06-07 00:00:00
630,customer630@example.com,First630,Last630,2023-06-07 06:00:00,2023-06-07 06:00:00
631,customer631@example.com,First631,Last631,2023-06-07 12:00:00,2023-06-07 12:00:00
632,customer632@example.com,First632,Last632,2023-06-07 18:00:00,2023-06-07 18:00:00
633,customer633@example.com,First633,Last633,2023-06-08 00:00:00,2023-06-08 00:00:00
634,customer634@example.com,First634,Last634,2023-06-08 06:00:00,2023-06-08 06:00:00
635,customer635@example.com,First635,Last635,2023-06-08 12:00:00,2023-06-08 12:00:00
636,customer636@example.com,First636,Last636,2023-06-08 18:00:00,2023-06-08 18:00:00
637,customer637@example.com,First637,Last637,2023-06-09 00:00:00,2023-06-09 00:00:00
638,customer638@example.com,First638,Last638,2023-06-09 06:00:00,2023-06-09 06:00:00
639,customer639@example.com,First639,Last639,2023-06-09 12:00:00,2023-06-09 12:00:00
640,customer640@example.com,First640,Last640,2023-06-09 18:00:00,2023-06-09 18:00:00
641,customer641@example.com,First641,Last641,2023-06-10 00:00:00,2023-06-10 00:00:00
642,customer642@example.com,First642,Last642,2023-06-10 06:00:00,2023-06-10 06:00:00
643,customer643@example.com,First643,Last643,2023-06-10 12:00:00,2023-06-10 12:00:00
644,customer644@example.com,First644,Last644,2023-06-10 18:00:00,2023-06-10 18:00:00
645,customer645@example.com,First645,Last645,2023-06-11 00:00:00,2023-06-11 00:00:00
646,customer646@example.com,First646,Last646,2023-06-11 06:00:00,2023-06-11 06:00:00
647,customer647@example.com,First647,Last647,2023-06-11 12:00:00,2023-06-11 12:00:00
648,customer648@example.com,First648,Last648,2023-06-11 18:00:00,2023-06-11 18:00:00
649,customer649@example.com,First649,Last649,2023-06-12 00:00:00,2023-06-12 00:00:00
